blue,green,red,ndwi,brightness,label,source_file
0.21088094,0.24215652,0.20887151,0.07379792,0.22063632,0,Shasta_1985_05.tif
0.1486866,0.1594074,0.13528065,0.0818719,0.14779155,0,Shasta_1985_05.tif
0.082815744,0.06961582,0.0520611,0.14427201,0.06816422,0,Shasta_1985_05.tif
0.19295794,0.20606382,0.20096222,0.012533826,0.19999467,0,Shasta_1985_05.tif
0.15312904,0.18801747,0.14112666,0.14246242,0.16075772,0,Shasta_1985_05.tif
0.15144397,0.16028772,0.15350643,0.021610579,0.15507936,0,Shasta_1985_05.tif
0.20337471,0.20672405,0.15935244,0.12940323,0.18981707,0,Shasta_1985_05.tif
0.1293849,0.13739966,0.09367088,0.18924345,0.12015182,0,Shasta_1985_05.tif
0.088483706,0.09668534,0.09057593,0.032624878,0.09191499,0,Shasta_1985_05.tif
0.0693352,0.06433396,0.04827839,0.14257252,0.060649186,0,Shasta_1985_05.tif
0.08434763,0.102627434,0.061345927,0.25175586,0.08277366,0,Shasta_1985_05.tif
0.08159024,0.06345365,0.04208851,0.2024304,0.062377468,0,Shasta_1985_05.tif
0.043293238,0.0,0.020767795,-0.99995184,0.021353677,0,Shasta_1985_05.tif
0.23827837,0.56762034,0.4585683,0.1062689,0.421489,0,Shasta_2017_05.tif
0.2437444,0.653721,0.63262236,0.016401995,0.51002926,0,Shasta_2017_05.tif
0.017360045,0.715405,0.48883858,0.18813987,0.4072012,0,Shasta_2017_05.tif
0.21345353,0.63926375,0.6364062,0.0022400494,0.4963745,0,Shasta_2017_05.tif
0.24898267,0.6906671,0.6652575,0.018739656,0.5349691,0,Shasta_2017_05.tif
0.272441,0.608743,0.48694667,0.11115943,0.45604357,0,Shasta_2017_05.tif
0.3189022,0.6736398,0.6524873,0.01595057,0.5483431,0,Shasta_2017_05.tif
0.19158946,0.6199875,0.5664062,0.04516313,0.45932773,0,Shasta_2017_05.tif
0.20274925,0.64151263,0.5096494,0.11454784,0.45130375,0,Shasta_2017_05.tif
0.22894059,0.40184447,0.49167642,-0.10053693,0.37415382,0,Shasta_2017_05.tif
0.27562952,0.6267342,0.516271,0.09664271,0.47287822,0,Shasta_2017_05.tif
0.27426302,0.7031967,0.50681156,0.16230054,0.4947571,0,Shasta_2017_05.tif
0.36126384,0.71797514,0.47464937,0.2040253,0.5179628,0,Shasta_2017_05.tif
0.38085043,0.7976504,0.5105953,0.2194197,0.56303203,0,Shasta_2017_05.tif
0.5216004,0.6222364,0.6288386,-0.0052772397,0.59089184,0,Shasta_2017_05.tif
0.2646975,0.6652867,0.5181629,0.12431767,0.4827157,0,Shasta_2017_05.tif
0.24283339,0.7719487,0.51910883,0.1958392,0.511297,0,Shasta_2017_05.tif
0.35670882,0.91780573,0.46140614,0.3309131,0.5786402,0,Shasta_2017_05.tif
0.2993156,0.6479381,0.517217,0.11219192,0.48815688,0,Shasta_2017_05.tif
0.38176143,0.6993414,0.7064062,-0.005025621,0.59583634,0,Shasta_2017_05.tif
0.25832045,0.68906075,0.48032507,0.17850012,0.47590208,0,Shasta_2017_05.tif
0.25923145,0.8439134,0.49829805,0.25749674,0.5338143,0,Shasta_2017_05.tif
0.26241997,0.8207819,0.5247845,0.21997961,0.5359954,0,Shasta_2017_05.tif
0.6896806,0.8207819,0.8378927,-0.010315957,0.7827851,0,Shasta_2017_05.tif
0.36672986,0.8664024,0.7357305,0.08156113,0.6562876,0,Shasta_2017_05.tif
0.13019958,0.20542057,0.12412643,0.24668376,0.15324886,0,Shasta_2006_04.tif
0.06653906,0.11810318,0.07370122,0.23149484,0.08611449,0,Shasta_2006_04.tif
0.10946803,0.107992746,0.11939906,-0.050161295,0.112286605,0,Shasta_2006_04.tif
0.13920419,0.11473303,0.14461167,-0.11520776,0.13284963,0,Shasta_2006_04.tif
0.15951693,0.14506434,0.18715794,-0.12670276,0.16391307,0,Shasta_2006_04.tif
0.17731674,0.2127736,0.17691532,0.09201749,0.18900187,0,Shasta_2006_04.tif
0.06046618,0.043959998,0.057155445,-0.13049755,0.05386054,0,Shasta_2006_04.tif
0.08287301,0.07888695,0.08709542,-0.04945356,0.08295179,0,Shasta_2006_04.tif
0.10737393,0.12882636,0.110732235,0.075530805,0.11564418,0,Shasta_2006_04.tif
0.16977799,0.19285911,0.1851882,0.020290816,0.18260844,0,Shasta_2006_04.tif
0.13962302,0.2115481,0.18637004,0.06327431,0.17918038,0,Shasta_2006_04.tif
0.2790898,0.32980955,0.35576722,-0.037862476,0.32155553,0,Shasta_2006_04.tif
0.3119671,0.38373187,0.34040332,0.059834816,0.34536743,0,Shasta_2006_04.tif
0.15051231,0.21338636,0.17612742,0.09565474,0.1800087,0,Shasta_2006_04.tif
0.15763223,0.2262542,0.16509691,0.15627177,0.18299444,0,Shasta_2006_04.tif
0.18108611,0.2590365,0.22418895,0.07211434,0.2214372,0,Shasta_2006_04.tif
0.2700852,0.33103505,0.32070595,0.015848445,0.3072754,0,Shasta_2006_04.tif
0.18443666,0.22901158,0.23128,-0.0049282103,0.21490942,0,Shasta_2006_04.tif
0.15721342,0.19193998,0.13436905,0.17643017,0.16117415,0,Shasta_2006_04.tif
0.15763223,0.23360723,0.19582477,0.0879822,0.19568808,0,Shasta_2006_04.tif
0.054183893,0.051006664,0.056367554,-0.0499267,0.053852707,0,Shasta_2006_04.tif
0.19658242,0.19408463,0.27225047,-0.16761696,0.22097252,0,Shasta_2006_04.tif
0.23197265,0.3475794,0.327797,0.029290872,0.30244967,0,Shasta_2006_04.tif
0.23134442,0.2562791,0.23837104,0.036203425,0.2419982,0,Shasta_2006_04.tif
0.20453998,0.25995564,0.23443158,0.051627576,0.23297572,0,Shasta_2006_04.tif
0.22259693,0.22196294,0.16580136,0.14483395,0.20345373,0,Shasta_2016_09.tif
0.21389905,0.2087606,0.1432776,0.18601054,0.18864577,0,Shasta_2016_09.tif
0.17970735,0.13182281,0.1072396,0.102831356,0.13958992,0,Shasta_2016_09.tif
0.19710313,0.20648433,0.14649528,0.16994998,0.18336092,0,Shasta_2016_09.tif
0.1779078,0.16664967,0.115283795,0.18219084,0.15328042,0,Shasta_2016_09.tif
0.24029262,0.28706416,0.18896866,0.20606835,0.23877515,0,Shasta_2016_09.tif
0.30717638,0.3043638,0.26040113,0.077842265,0.29064712,0,Shasta_2016_09.tif
0.3140747,0.32393965,0.28163782,0.0698536,0.3065507,0,Shasta_2016_09.tif
0.24539138,0.26156998,0.1896122,0.15948685,0.23219119,0,Shasta_2016_09.tif
0.14401603,0.09471967,0.08246346,0.06917218,0.107066385,0,Shasta_2016_09.tif
0.30552676,0.2977626,0.2555746,0.07624268,0.286288,0,Shasta_2016_09.tif
0.30567673,0.35398638,0.2668365,0.14037779,0.3088332,0,Shasta_2016_09.tif
0.29038045,0.3198424,0.2597576,0.103665784,0.2899935,0,Shasta_2016_09.tif
0.23789321,0.23539291,0.18768159,0.11277261,0.22032256,0,Shasta_2016_09.tif
0.20940013,0.16118664,0.15421772,0.022095107,0.17493482,0,Shasta_2016_09.tif
0.27508417,0.2506439,0.22983319,0.04331253,0.25185373,0,Shasta_2016_09.tif
0.28423196,0.28182873,0.2549311,0.05011103,0.27366394,0,Shasta_2016_09.tif
0.26008782,0.26407388,0.21599716,0.100144796,0.24671961,0,Shasta_2016_09.tif
0.14851493,0.08971188,0.08117639,0.049947485,0.10646773,0,Shasta_2016_09.tif
0.23879299,0.21763803,0.16966258,0.12387103,0.20869787,0,Shasta_2016_09.tif
0.18810531,0.193282,0.13812932,0.16641708,0.17317219,0,Shasta_2016_09.tif
0.2050512,0.17871389,0.16998434,0.025034603,0.18458314,0,Shasta_2016_09.tif
0.17985731,0.14411464,0.1262239,0.06617876,0.15006529,0,Shasta_2016_09.tif
0.15181413,0.07969631,0.07860225,0.0069113625,0.1033709,0,Shasta_2016_09.tif
0.18930502,0.16232477,0.12397153,0.13396297,0.15853377,0,Shasta_2016_09.tif
0.13319188,0.1630255,0.15443966,0.0270449,0.15021901,0,Shasta_1994_08.tif
0.12668101,0.16747625,0.16043235,0.021481218,0.15152986,0,Shasta_1994_08.tif
0.17611054,0.20827486,0.20477833,0.008465058,0.1963879,0,Shasta_1994_08.tif
0.1965733,0.2653929,0.24433015,0.04132186,0.23543213,0,Shasta_1994_08.tif
0.16109566,0.2538951,0.2113703,0.09139882,0.20878702,0,Shasta_1994_08.tif
0.07299948,0.07901745,0.113988936,-0.18119246,0.08866862,0,Shasta_1994_08.tif
0.12402351,0.11592165,0.13466375,-0.074792966,0.12486962,0,Shasta_1994_08.tif
0.12176463,0.15542212,0.17121921,-0.04836205,0.14946865,0,Shasta_1994_08.tif
0.15471765,0.19399534,0.1745152,0.052861676,0.17440939,0,Shasta_1994_08.tif
0.16747366,0.22552153,0.20567724,0.04602111,0.19955748,0,Shasta_1994_08.tif
0.08123773,0.09422421,0.058256824,0.23587948,0.07790626,0,Shasta_1994_08.tif
0.16149428,0.20734762,0.15294148,0.15100646,0.17392778,0,Shasta_1994_08.tif
0.07645423,0.05453829,0.104999885,-0.31629595,0.07866413,0,Shasta_1994_08.tif
0.073265225,0.08235552,0.09001813,-0.044453226,0.08187962,0,Shasta_1994_08.tif
0.1422274,0.18639196,0.19129476,-0.01298108,0.17330472,0,Shasta_1994_08.tif
0.14435339,0.20289686,0.15414003,0.13655928,0.1671301,0,Shasta_1994_08.tif
0.18195705,0.21050023,0.16822286,0.11163104,0.18689339,0,Shasta_1994_08.tif
0.059180465,0.030430023,0.10979404,-0.56597596,0.06646818,0,Shasta_1994_08.tif
0.11153325,0.15393853,0.14694878,0.02323037,0.13747352,0,Shasta_1994_08.tif
0.16959967,0.23219767,0.2035798,0.06567069,0.20179237,0,Shasta_1994_08.tif
0.07220223,0.08309732,0.080429815,0.016312188,0.07857645,0,Shasta_1994_08.tif
0.08575548,0.116848886,0.085823245,0.15308216,0.09614253,0,Shasta_1994_08.tif
0.16468328,0.15542212,0.2122692,-0.15460502,0.17745821,0,Shasta_1994_08.tif
0.18302004,0.22255437,0.21886118,0.008366684,0.2081452,0,Shasta_1994_08.tif
0.16601203,0.24221188,0.18889768,0.123667106,0.19904053,0,Shasta_1994_08.tif
0.10690226,0.3152311,0.5768196,-0.29324362,0.33298433,0,Shasta_2002_04.tif
0.39561048,0.55663943,0.71676946,-0.125749,0.5563398,0,Shasta_2002_04.tif
0.109175555,0.23004708,0.39081034,-0.25893706,0.24334432,0,Shasta_2002_04.tif
0.17760168,0.23229723,0.2809763,-0.09484021,0.23029174,0,Shasta_2002_04.tif
0.010741961,0.21333171,0.52987444,-0.42591456,0.25131604,0,Shasta_2002_04.tif
0.12599792,0.255763,0.55644715,-0.37020442,0.312736,0,Shasta_2002_04.tif
0.27421662,0.3386969,0.53607476,-0.22563332,0.38299608,0,Shasta_2002_04.tif
0.20056194,0.25544155,0.39479625,-0.21431312,0.2835999,0,Shasta_2002_04.tif
0.016879853,0.23133287,0.5599902,-0.41532588,0.26940098,0,Shasta_2002_04.tif
0.020517122,0.22104649,0.50374454,-0.3900402,0.24843605,0,Shasta_2002_04.tif
0.007559351,0.0,0.1591845,-0.99999374,0.055581283,0,Shasta_2002_04.tif
0.098718405,0.2609062,0.5555614,-0.36088982,0.30506203,0,Shasta_2002_04.tif
0.11463146,0.30687344,0.5431608,-0.2779736,0.32155523,0,Shasta_2002_04.tif
0.17601037,0.2204036,0.42446917,-0.31644267,0.27362773,0,Shasta_2002_04.tif
0.28353712,0.34512588,0.40808263,-0.083584644,0.3455819,0,Shasta_2002_04.tif
0.3058154,0.32423168,0.42181188,-0.13079673,0.35061964,0,Shasta_2002_04.tif
0.6606765,0.75465214,0.7490997,0.0036924095,0.7214761,0,Shasta_2002_04.tif
0.3105893,0.36569864,0.5033017,-0.15834619,0.39319655,0,Shasta_2002_04.tif
0.46608257,0.45216843,0.48868665,-0.03881382,0.4689792,0,Shasta_2002_04.tif
0.3746962,0.43898904,0.45502782,-0.017940106,0.42290434,0,Shasta_2002_04.tif
0.31809118,0.3277676,0.36955214,-0.05992153,0.3384703,0,Shasta_2002_04.tif
0.13475707,0.17776033,0.09802271,0.28913066,0.1368467,0,Shasta_2003_07.tif
0.115738966,0.13515899,0.06698091,0.33727995,0.105959624,0,Shasta_2003_07.tif
0.049077593,0.11128052,0.018654479,0.712859,0.059670866,0,Shasta_2003_07.tif
0.05848861,0.15279648,0.0066610575,0.91644776,0.07264871,0,Shasta_2003_07.tif
0.0796634,0.10178341,0.034175377,0.4972649,0.07187406,0,Shasta_2003_07.tif
0.037117757,0.06922188,0.029236909,0.40610456,0.045192182,0,Shasta_2003_07.tif
0.056724045,0.07030726,0.038761094,0.28923035,0.055264134,0,Shasta_2003_07.tif
0.06535081,0.04778553,0.013716011,0.55395305,0.042284116,0,Shasta_2003_07.tif
0.04201933,0.14139995,0.0,0.99999297,0.061139762,0,Shasta_2003_07.tif
0.07770277,0.15768072,0.011599525,0.86294967,0.08232767,0,Shasta_2003_07.tif
0.067115374,0.034489572,0.0,0.99997103,0.033868317,0,Shasta_2003_07.tif
0.07025238,0.013324573,0.0,0.99992496,0.027858986,0,Shasta_2003_07.tif
0.07162482,0.0882161,0.018654479,0.6508898,0.05949847,0,Shasta_2003_07.tif
0.1816161,0.19431244,0.1209513,0.2326969,0.16562662,0,Shasta_2003_07.tif
0.0902508,0.05565457,0.0,0.99998206,0.048635125,0,Shasta_2003_07.tif
0.15495154,0.16256495,0.11036887,0.19124009,0.14262845,0,Shasta_2003_07.tif
0.5388426,0.6021457,0.40456045,0.19626884,0.5151829,0,Shasta_2003_07.tif
0.5611938,0.6243961,0.42713627,0.18759254,0.5375754,0,Shasta_2003_07.tif
0.5184521,0.6205972,0.41937584,0.1934869,0.51947504,0,Shasta_2003_07.tif
0.49021906,0.5950907,0.42219782,0.16995446,0.5025025,0,Shasta_2003_07.tif
0.5094332,0.59074914,0.44689015,0.13864054,0.5156908,0,Shasta_2003_07.tif
0.41850495,0.4816873,0.42239103,0.06558747,0.4408611,0,Shasta_2020_01.tif
0.48236698,0.53935623,0.41378903,0.13173969,0.4785041,0,Shasta_2020_01.tif
0.7555001,0.74910027,0.73759323,0.007740013,0.7473979,0,Shasta_2020_01.tif
0.7371602,0.7760125,0.7557189,0.013248785,0.7562972,0,Shasta_2020_01.tif
0.49808687,0.611122,0.56370974,0.04035662,0.55763954,0,Shasta_2020_01.tif
0.53181916,0.5184246,0.47707525,0.041536197,0.50910634,0,Shasta_2020_01.tif
0.50299937,0.55046284,0.51578426,0.03252393,0.5230822,0,Shasta_2020_01.tif
0.58978623,0.6764802,0.57599837,0.08022631,0.6140883,0,Shasta_2020_01.tif
0.77154744,0.81958455,0.8420462,-0.013517829,0.8110594,0,Shasta_2020_01.tif
0.4867882,0.57075375,0.5434336,0.024520224,0.5336585,0,Shasta_2020_01.tif
0.81575966,0.8204389,0.71055835,0.07177054,0.7822523,0,Shasta_2020_01.tif
0.47090456,0.50475484,0.44143835,0.06691702,0.47236595,0,Shasta_2020_01.tif
0.36610532,0.42786294,0.42054775,0.008622215,0.40483868,0,Shasta_2020_01.tif
0.6696957,0.73436266,0.7197748,0.010031974,0.7079444,0,Shasta_2020_01.tif
0.61811477,0.6995477,0.6847523,0.01068801,0.6674716,0,Shasta_2020_01.tif
0.62417346,0.7004021,0.64358556,0.042274553,0.6560537,0,Shasta_2020_01.tif
0.81346714,0.7980121,0.745888,0.033761285,0.785789,0,Shasta_2020_01.tif
0.5876575,0.69655746,0.607027,0.06868017,0.630414,0,Shasta_2020_01.tif
0.45371094,0.5295312,0.49612254,0.032572992,0.49312153,0,Shasta_2020_01.tif
0.6017399,0.63846135,0.6583319,-0.015322802,0.6328444,0,Shasta_2020_01.tif
1.0,1.0,1.0,0.0,1.0,0,Shasta_2020_01.tif
0.54197156,0.6337624,0.5750767,0.04854713,0.58360356,0,Shasta_2020_01.tif
0.5588377,0.64273316,0.607027,0.02857039,0.60286593,0,Shasta_2020_01.tif
0.63678217,0.69057703,0.6865956,0.0028910018,0.6713183,0,Shasta_2020_01.tif
0.8090459,0.88750577,0.9259158,-0.021180948,0.8741558,0,Shasta_2020_01.tif
0.18321031,0.2667474,0.24045034,0.051847618,0.23013602,0,Shasta_2015_12.tif
0.26132962,0.36955634,0.372336,-0.0037467144,0.33440733,0,Shasta_2015_12.tif
0.25076702,0.36036673,0.33486295,0.036683917,0.3153322,0,Shasta_2015_12.tif
0.24438545,0.3595052,0.33388963,0.036942206,0.31259343,0,Shasta_2015_12.tif
0.18166994,0.2727781,0.23996368,0.063997805,0.23147058,0,Shasta_2015_12.tif
0.21335778,0.31039813,0.25213024,0.10358195,0.25862873,0,Shasta_2015_12.tif
0.11917448,0.18719968,0.1898374,-0.0069958824,0.16540386,0,Shasta_2015_12.tif
0.09298801,0.15101552,0.17913081,-0.08515982,0.14104478,0,Shasta_2015_12.tif
0.10157013,0.15101552,0.17913081,-0.08515982,0.14390548,0,Shasta_2015_12.tif
0.20015451,0.25382447,0.2618635,-0.0155889075,0.23861416,0,Shasta_2015_12.tif
0.19025207,0.21563008,0.24191034,-0.057437975,0.21593082,0,Shasta_2015_12.tif
0.15834416,0.17973311,0.23558371,-0.13447675,0.19122033,0,Shasta_2015_12.tif
0.1471214,0.1619282,0.21222389,-0.1344254,0.17375784,0,Shasta_2015_12.tif
0.05986982,0.096739285,0.101021394,-0.02165288,0.08587683,0,Shasta_2015_12.tif
0.058439463,0.09013424,0.0878815,0.012654668,0.0788184,0,Shasta_2015_12.tif
0.13369808,0.21893261,0.20224729,0.03961557,0.18495934,0,Shasta_2015_12.tif
0.2106071,0.3023572,0.26746014,0.06124243,0.26014146,0,Shasta_2015_12.tif
0.16362548,0.26243976,0.2316904,0.062229127,0.21925187,0,Shasta_2015_12.tif
0.20829652,0.2618654,0.29106328,-0.05280576,0.25374174,0,Shasta_2015_12.tif
0.22017945,0.2618654,0.29933655,-0.06676933,0.26046047,0,Shasta_2015_12.tif
0.11213274,0.16063592,0.16136761,-0.0022723023,0.14471209,0,Shasta_2015_12.tif
0.10905198,0.16393843,0.14652438,0.056090422,0.13983826,0,Shasta_2015_12.tif
0.102010235,0.13033886,0.16112427,-0.10562332,0.1311578,0,Shasta_2015_12.tif
0.18453065,0.21735315,0.21514386,0.0051082103,0.20567589,0,Shasta_2015_12.tif
0.18453065,0.21735315,0.21514386,0.0051082103,0.20567589,0,Shasta_2015_12.tif
0.22045444,0.3030069,0.26012138,0.076155715,0.26119423,0,Shasta_2004_04.tif
0.20928039,0.28525496,0.21971099,0.12979852,0.23808211,0,Shasta_2004_04.tif
0.23762938,0.30328867,0.22167265,0.15547022,0.2541969,0,Shasta_2004_04.tif
0.30715683,0.36443424,0.27503008,0.13981082,0.3155404,0,Shasta_2004_04.tif
0.7183207,0.824294,0.75446206,0.04423221,0.76569223,0,Shasta_2004_04.tif
0.21797131,0.3176593,0.19107062,0.24883226,0.24223375,0,Shasta_2004_04.tif
0.20783189,0.24383378,0.1643919,0.19460236,0.20535253,0,Shasta_2004_04.tif
0.2117635,0.36781555,0.21657231,0.2588058,0.2653838,0,Shasta_2004_04.tif
0.25894284,0.30836067,0.22638066,0.15330748,0.26456138,0,Shasta_2004_04.tif
0.29205117,0.3528814,0.28405374,0.10806054,0.3096621,0,Shasta_2004_04.tif
0.15216854,0.2387618,0.15419123,0.21521746,0.18170719,0,Shasta_2004_04.tif
0.28129098,0.3881035,0.26326004,0.19166449,0.31088483,0,Shasta_2004_04.tif
0.22583453,0.36668846,0.24050468,0.20781456,0.2776759,0,Shasta_2004_04.tif
0.21838517,0.34921828,0.22324198,0.2200608,0.26361516,0,Shasta_2004_04.tif
0.21797131,0.30920598,0.19185528,0.23420382,0.23967753,0,Shasta_2004_04.tif
0.28977498,0.5444896,0.26482937,0.34554964,0.3663647,0,Shasta_2004_04.tif
0.28729185,0.49686933,0.2903311,0.26237023,0.3581641,0,Shasta_2004_04.tif
0.22045444,0.3227313,0.2130413,0.20473197,0.25207567,0,Shasta_2004_04.tif
0.2999144,0.31089666,0.2569827,0.09493892,0.2892646,0,Shasta_2004_04.tif
0.2999144,0.35090896,0.24835135,0.17114004,0.2997249,0,Shasta_2004_04.tif
0.26204675,0.53800875,0.27228373,0.32793674,0.35744643,0,Shasta_2004_04.tif
0.24487182,0.4337513,0.25619805,0.25734207,0.3116071,0,Shasta_2004_04.tif
0.19086388,0.29032695,0.18047759,0.23332214,0.22055614,0,Shasta_2004_04.tif
0.27053076,0.37345108,0.26679105,0.16659303,0.30359095,0,Shasta_2004_04.tif
0.26721993,0.35316318,0.25149003,0.1681509,0.29062438,0,Shasta_2004_04.tif
0.12599549,0.20151195,0.14333025,0.16871929,0.1569459,0,Shasta_2009_11.tif
0.140219,0.20251969,0.15208192,0.14223742,0.16494021,0,Shasta_2009_11.tif
0.16523625,0.24470013,0.1853869,0.13790953,0.19844109,0,Shasta_2009_11.tif
0.1625126,0.241533,0.18246968,0.13929906,0.1955051,0,Shasta_2009_11.tif
0.088873126,0.17387152,0.13603719,0.122081794,0.13292727,0,Shasta_2009_11.tif
0.0662769,0.09642072,0.07769271,0.107561514,0.08013011,0,Shasta_2009_11.tif
0.12821476,0.18927531,0.14697678,0.12579371,0.15482229,0,Shasta_2009_11.tif
0.16231085,0.22483358,0.17833693,0.1153272,0.18849379,0,Shasta_2009_11.tif
0.11530264,0.18913135,0.12825793,0.19179358,0.14423065,0,Shasta_2009_11.tif
0.050741993,0.09296567,0.07380308,0.114904456,0.07250359,0,Shasta_2009_11.tif
0.06526814,0.12031818,0.052167002,0.39511093,0.07925111,0,Shasta_2009_11.tif
0.07192595,0.13903306,0.07380308,0.30647838,0.094920695,0,Shasta_2009_11.tif
0.101583496,0.16379428,0.09422365,0.2696338,0.119867146,0,Shasta_2009_11.tif
0.054777034,0.10102746,0.064565204,0.22019112,0.07345656,0,Shasta_2009_11.tif
0.07293472,0.09440527,0.06602381,0.17690858,0.077787936,0,Shasta_2009_11.tif
0.122767456,0.19632937,0.12096487,0.23752168,0.14668722,0,Shasta_2009_11.tif
0.04832097,0.10736173,0.04365843,0.42181706,0.06644704,0,Shasta_2009_11.tif
0.040856145,0.06820445,0.04365843,0.21942754,0.05090634,0,Shasta_2009_11.tif
0.09129415,0.146519,0.09957189,0.19077067,0.11246168,0,Shasta_2009_11.tif
0.24200289,0.28904,0.23668142,0.09959359,0.2559081,0,Shasta_2009_11.tif
0.059013825,0.103906676,0.061161775,0.258951,0.07469409,0,Shasta_2009_11.tif
0.078482896,0.10275499,0.08693059,0.08342393,0.089389496,0,Shasta_2009_11.tif
0.13527608,0.20323949,0.15597156,0.13158782,0.16482903,0,Shasta_2009_11.tif
0.2490642,0.32675767,0.27703634,0.082348034,0.28428605,0,Shasta_2009_11.tif
0.227275,0.2956622,0.209454,0.17066967,0.24413042,0,Shasta_2009_11.tif
0.23055914,0.3177566,0.3103084,0.011858939,0.28620803,0,Shasta_2003_08.tif
0.26955745,0.34072256,0.4136361,-0.09665619,0.34130538,0,Shasta_2003_08.tif
0.4680942,0.49309292,0.5787759,-0.079937845,0.513321,0,Shasta_2003_08.tif
0.57830673,0.53217924,0.54033554,-0.00760483,0.55027384,0,Shasta_2003_08.tif
0.6578448,0.6713,0.6153711,0.04346786,0.64817196,0,Shasta_2003_08.tif
0.31410488,0.3899669,0.4204016,-0.037556566,0.3748245,0,Shasta_2003_08.tif
0.29237068,0.36103863,0.4204016,-0.075966015,0.35793698,0,Shasta_2003_08.tif
0.38161972,0.42551997,0.52219164,-0.10200526,0.44311044,0,Shasta_2003_08.tif
0.3194999,0.38820028,0.47206545,-0.0974874,0.39325523,0,Shasta_2003_08.tif
0.44759312,0.45268166,0.4406981,0.013413736,0.44699097,0,Shasta_2003_08.tif
0.36250594,0.38091302,0.44807866,-0.081020795,0.39716586,0,Shasta_2003_08.tif
0.27464417,0.33917677,0.40625554,-0.08998627,0.3400255,0,Shasta_2003_08.tif
0.27464417,0.3153275,0.30969337,0.009014291,0.29988834,0,Shasta_2003_08.tif
0.25614697,0.34403497,0.28939685,0.08625717,0.29652625,0,Shasta_2003_08.tif
0.40874895,0.40719137,0.3773484,0.03803878,0.3977629,0,Shasta_2003_08.tif
0.8304854,0.81925386,0.7666724,0.033155046,0.8054705,0,Shasta_2003_08.tif
0.5114085,0.56221163,0.54218066,0.018137539,0.53860027,0,Shasta_2003_08.tif
0.34431702,0.4182327,0.39456967,0.029112875,0.38570645,0,Shasta_2003_08.tif
0.647363,0.790988,0.6614995,0.08914944,0.69995016,0,Shasta_2003_08.tif
0.45345056,0.5206963,0.50343275,0.016856778,0.49252653,0,Shasta_2003_08.tif
0.47348922,0.61521006,0.6636522,-0.037879054,0.5841172,0,Shasta_2003_08.tif
0.53545487,0.5889317,0.6285946,-0.032576602,0.58432704,0,Shasta_2003_08.tif
0.6122183,0.68145806,0.6814885,-2.2347136e-05,0.6583883,0,Shasta_2003_08.tif
0.82909817,0.8846185,0.86600226,0.010634084,0.8599064,0,Shasta_2003_08.tif
1.0,1.0,1.0,0.0,1.0,0,Shasta_2003_08.tif
0.08073216,0.3083136,0.42171577,-0.15533896,0.27025384,1,Shasta_1986_08.tif
0.026503058,0.29631636,0.4134096,-0.1649835,0.24540968,1,Shasta_1986_08.tif
0.028263742,0.26079503,0.3942693,-0.20375717,0.22777604,1,Shasta_1986_08.tif
0.021925276,0.2826724,0.393547,-0.16396222,0.23271489,1,Shasta_1986_08.tif
0.028263742,0.27138084,0.4097982,-0.2032023,0.23648094,1,Shasta_1986_08.tif
0.25011006,0.67599446,0.69654197,-0.014970455,0.5408822,1,Shasta_1986_08.tif
0.07844327,0.33042622,0.4264106,-0.1268229,0.27842668,1,Shasta_1986_08.tif
0.02843981,0.26549983,0.38524082,-0.18400696,0.22639348,1,Shasta_1986_08.tif
0.029672291,0.25350258,0.40546456,-0.23060596,0.22954647,1,Shasta_1986_08.tif
0.023509892,0.26126552,0.38957447,-0.19714332,0.2247833,1,Shasta_1986_08.tif
0.03442614,0.28408384,0.40654796,-0.1773216,0.24168599,1,Shasta_1986_08.tif
0.026326988,0.2819667,0.39896408,-0.17181955,0.23575258,1,Shasta_1986_08.tif
0.050800513,0.27537993,0.38921335,-0.17128259,0.2384646,1,Shasta_1986_08.tif
0.07809113,0.23350714,0.3462379,-0.1944485,0.21927874,1,Shasta_1986_08.tif
0.11841082,0.24032912,0.33251464,-0.16092584,0.2304182,1,Shasta_1986_08.tif
0.27352718,0.43416727,0.5192231,-0.08921397,0.4089725,1,Shasta_1986_08.tif
0.21102285,0.3339548,0.38271284,-0.06803427,0.30923018,1,Shasta_1986_08.tif
0.29500753,0.3699466,0.37982374,-0.013173543,0.3482593,1,Shasta_1986_08.tif
0.18091515,0.20974785,0.25486994,-0.09711636,0.21517766,1,Shasta_1986_08.tif
0.15027922,0.20645449,0.22092295,-0.03385398,0.19255221,1,Shasta_1986_08.tif
0.23109467,0.2502092,0.283761,-0.062834434,0.25502163,1,Shasta_1986_08.tif
0.16172367,0.21962795,0.22092295,-0.0029394955,0.20075817,1,Shasta_1986_08.tif
0.17616129,0.25844264,0.25595334,0.004839256,0.23018575,1,Shasta_1986_08.tif
0.16401257,0.21633458,0.21731156,-0.002252937,0.19921957,1,Shasta_1986_08.tif
0.2874366,0.32501566,0.3321535,-0.010861471,0.3148686,1,Shasta_1986_08.tif
0.12505357,0.31396508,0.42774454,-0.15340142,0.28892106,0,Shasta_2007_09.tif
0.12505357,0.31396508,0.42774454,-0.15340142,0.28892106,0,Shasta_2007_09.tif
0.5140811,0.585329,0.57960016,0.004917755,0.5596701,0,Shasta_2007_09.tif
0.31456408,0.3112694,0.36286506,-0.07653604,0.3295662,0,Shasta_2007_09.tif
